HRR,HRR.Name,Provider.ID,Hospital.Name,City,State,System,Number.of.deaths.among.chronically.ill.patients.assigned.to.hospital,Percent.of.enrollees.medical.inpatient.days.at.hospital.to.which.they.were.assigned,Hospital.Care.Intensity.Index.during.the.Last.Two.Years.of.Life,Total.Medicare.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Inpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Outpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,SNF.Long.Term.Care.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Home.Health.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Hospice.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Ambulance.spending.per.Decedent.during.the.last.two.years.of.life,Reimbursements.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,Other.spending.per.Decedent.during.the.last.two.years.of.life,Part.B.Spending.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Evaluation...Management.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Procedures.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Imaging.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Tests.per.Decedent.during.the.Last.Two.Years.of.Life,Other.Part.B.spending.per.Decedent.during.the.last.two.years.of.life,Hospital.reimbursements.per.Decedent.during.the.last.two.years.of.life,Inpatient.Days.per.Decedent.during.the.Last.Two.Years.of.Life,Reimbursements.per.patient.day..calculated.,Hospital.Reimbursements..Ratio.to.US.Average..calculated.,Hospital.Days..Ratio.to.US.Average..calculated.,Reimbursements.per.Day..Ratio.to.US.Average..calculated.,Payments.for.physician.visits.per.Decedent.during.the.last.two.years.of.life,Physician.Visits.per.Decedent.during.the.Last.Two.Years.of.Life,Payments.per.physician.visit..calculated.,Physician.visit.payments..Ratio.to.US.Average..calculated.,Physician.visits..Ratio.to.US.Average..calculated.,Payments.per.visit..Ratio.to.US.Average..calculated.,Hospital.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Total.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,High.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Intermediate.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Medical...Surgical.Unit.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,SNF.Bed.Inputs.per.1.000.Dededents.during.the.Last.Two.Years.of.Life,FTE.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Medical.Specialist.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Primary.Care.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Standardized.FTE.physician.labor..Ratio.MS.PC..calculated.,RNs.Required.Under.Proposed.Federal.Standards.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Inpatient.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Total.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,High.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Intermediate.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Medical...Surgical.Unit.Days.per.Decedent.during.the.Last.Six.Months.of.Life,SNF.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Medical.Specialist.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Primary.Care.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.visits.per.decedent.last.6.months..Ratio.MS.PC..calculated.,Home.Health.Agency.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Deaths.Occurring.In.Hospital,Percent.of.Deaths.Associated.With.ICU.Admission,Percent.of.Decedents.Enrolled.In.Hospice.during.the.Last.Six.Months.of.Life,Hospice.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Decedents.Seeing.10.or.More.Different.Physicians.during.the.Last.Six.Months.of.Life,Number.of.Different.Physicians.Seen.per.Decedent.during.the.Last.Six.Months.of.Life,Average.Co.Payments.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Physician.Services.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,hospital_name.x,city.x,hospital_name.y,city.y,longitude,latitude,address,website,tele
223,MD- BALTIMORE,210037,Um Shore Medical Ctr At Easton,Easton,MD,University of Maryland Medical System,493,93.1,0.8,107981,57034,25150,11883,6206,3856,2103,1120,627,18056,6595,2679,899,788,7095,53105,17.6,3025,1.4,1,1.5,6678,54,124,0.9,0.8,1.1,48.1,5.5,4.4,1.1,42.6,68.7,28.3,12.1,11.1,1.1,39.6,9.6,1.4,1.2,0.2,8.2,12.2,23.7,10.7,10.2,1,12.2,18.2,9,54.5,17.7,67,15,5565,5222,343,um shore medical ctr at easton,easton,palomar medical center,escondido,-117.121370857,33.12221694,2185 W. CITRACADO PARKWAY,http://www.palomarhealth.org/,NOT AVAILABLE
223,MD- BALTIMORE,210049,Um Upper Chesapeake Medical Center,Bel Air,MD,University of Maryland Medical System,573,86.9,0.8,95266,45469,25390,10167,4732,6475,1428,958,649,16039,6628,3598,1544,980,3288,41775,15.4,2716,1.1,0.9,1.3,6638,54.3,122,0.9,0.8,1.1,42.1,4.4,3.3,1.1,37.7,56.2,29.9,11.1,13.4,0.8,34.3,9.2,1,0.8,0.2,8.2,8.8,24.7,10.8,11.6,0.9,10.1,17,9.2,69.2,25.8,68.4,15.7,4849,4565,284,um upper chesapeake medical center,bel air,university of m d upper chesapeake medical center,bel air,-76.345725783,39.519578042,500 UPPER CHESAPEAKE DRIVE,http://www.uchs.org,(443) 643-3303
231,MA- WORCESTER,220163,Umass Memorial Medical Center,Worcester,MA,"UMass Memorial Health Care, Inc.",748,89.1,1,114824,62819,17166,18742,6751,4952,2093,1265,1034,13980,7110,2297,1090,745,2738,58230,19.5,2984,1.6,1.1,1.4,7150,57.2,125,1,0.9,1.2,53.5,13.6,11.2,2.4,39.9,58.6,30.4,15.4,9.1,1.7,49.1,11.5,3.4,2.8,0.6,8.1,9.2,26.5,15.1,7.7,1.9,12.6,31.5,22.1,50.6,20.8,71.8,16.9,4456,4092,364,umass memorial medical center,worcester,umass memorial medical center  memorial campus,worcester,-71.7923,42.2729,119 BELMONT STREET,http://www.umassmemorial.org,NOT AVAILABLE
231,MA- WORCESTER,220049,Umass Memorial-Marlborough Hosp,Marlborough,MA,"UMass Memorial Health Care, Inc.",132,85.8,0.9,105632,44581,20513,20868,7781,6428,2657,1576,1227,17814,8770,2371,1162,1000,4511,40182,16.8,2397,1.1,0.9,1.2,8772,65.5,134,1.2,1,1.2,45.9,9,7.7,1.3,36.9,60.4,35.5,16.4,13.4,1.2,40.6,9.7,2.3,2.2,0.1,7.4,9.2,28.7,15.1,11.2,1.3,12.2,26.8,20.3,53.3,19.5,65,15.6,5124,4682,443,umass memorialmarlborough hosp,marlborough,marlborough hospital,marlborough,-71.5545999999999,42.3553000000001,157 UNION STREET,http://www.marlboroughhospital.org,(508) 485-1121
424,VT- BURLINGTON,470001,Umv Hlth Central Vermont Med Ctr,Barre,VT,,232,92.7,0.8,64602,30745,9602,9234,6682,5024,2075,713,527,7068,3279,728,338,365,2358,28794,18.5,1558,0.8,1,0.7,3511,45.4,77,0.5,0.7,0.7,50.6,14.6,8,6.6,36,68.2,22.4,7,11.8,0.6,45.6,10.6,3.2,1.9,1.3,7.5,11.6,20.2,5.4,12.5,0.4,12.7,34,19.6,39.2,19.9,53.9,11.8,4867,4634,233,umv hlth central vermont med ctr,barre,NA,NA,NA,NA,NA,NA,NA
318,NC- RALEIGH,340114,Unc Rex Healthcare,Raleigh,NC,UNC Health Care,771,91.2,0.8,75407,31369,19439,8426,5093,7030,1509,1117,1423,13499,6126,2511,963,1059,2840,27895,15.8,1762,0.7,0.9,0.8,6164,51.6,119,0.9,0.8,1.1,43.4,18.5,6.3,12.2,24.8,47.5,26.9,11.7,9.6,1.2,40.3,9.6,4.1,1.8,2.4,5.4,8.1,23.8,10.3,8.6,1.2,9,26.8,21.4,58.6,28.6,70.1,16.2,4314,3983,331,unc rex healthcare,raleigh,NA,NA,NA,NA,NA,NA,NA
144,GA- ATLANTA,110051,Union General Hospital,Blairsville,GA,"Union General Hospital, Inc.",99,82.1,0.8,79993,35190,20917,8579,5369,4975,2248,2110,605,21902,5075,2381,788,856,12802,31963,17.6,1811,0.9,1,0.9,5116,53.1,96,0.7,0.8,0.9,48.3,14.9,12.2,2.7,33.5,58.8,24.3,7.5,12.2,0.6,46.1,9.3,2.3,1.9,0.5,7,9.2,21.6,6,12.5,0.5,12.9,18.1,-99999,52.4,19.3,43.4,10.6,6845,6242,603,union general hospital,blairsville,union general hospital,blairsville,-83.9623,34.8861000000001,35 HOSPITAL CIRCLE,http://www.uniongeneralhospital.com,NOT AVAILABLE
326,OH- CANTON,360010,Union Hospital,Dover,OH,Cleveland Clinic Health System,187,89.3,0.6,68644,24067,17133,13810,2482,7490,1444,1702,515,15216,5119,2120,663,659,6654,20861,11.7,1789,0.6,0.6,0.9,5171,45.5,114,0.7,0.7,1.1,31.9,18,3.8,14.2,13.9,72.9,23.1,9.8,8.9,1.1,30.4,6.6,4,1,3,2.5,11.9,20.9,10.4,6.5,1.6,5,9.8,9.2,78.5,36.1,54.5,12,4838,4324,514,union hospital,dover,union hospital,dover,-81.455854045,40.51436785,659 BOULEVARD,http://www.unionhospital.org,(330) 343-3311
112,DE- WILMINGTON,210032,Union Hospital,Elkton,MD,,213,87.7,1.2,115181,59504,19908,19698,4898,7833,1850,872,619,18766,8703,3616,1238,953,4255,53677,20.1,2665,1.4,1.1,1.3,8704,74.3,117,1.2,1.1,1.1,55.2,10.8,6.8,4,44.4,83.2,36.8,17.2,14.2,1.2,47.5,11,2.1,1.6,0.6,8.8,14.5,34.4,17.8,13.3,1.3,8.8,26.2,15.7,56.9,26.4,74.4,17.6,5476,5210,266,union hospital,elkton,union hospital of cecil county,elkton,-75.831967046,39.608514525,106 BOW STREET,http://www.uhcc.com,(410) 398-4000
188,IN- TERRE HAUTE,150023,Union Hospital-Terre Haute,Terre Haute,IN,,578,90.9,0.9,81165,35716,18753,14529,3660,5139,1627,1011,729,10904,5121,1957,789,1036,2001,32030,15.6,2055,0.9,0.9,1,5346,62.5,86,0.7,0.9,0.8,42.7,20.7,6.4,14.3,22,83.2,25.8,12.6,8.7,1.5,40.4,9.5,4.9,1.6,3.2,4.6,13.6,31.3,15.2,9.9,1.5,8.2,16.8,13.8,66.1,20.1,62.7,13.5,3721,3395,326,union hospitalterre haute,terre haute,union hospital inc,terre haute,-87.406975608,39.485864576,1606 N SEVENTH ST,http://www.uhhg.org,(812) 238-7606
357,PA- PITTSBURGH,390041,Uniontown Hospital,Uniontown,PA,,149,89.5,1,84058,36651,15468,14849,5857,7639,2005,1145,444,12261,5895,2410,934,567,2454,32396,17.7,1826,0.9,1,0.9,5970,61.7,97,0.8,0.9,0.9,48.6,24.2,9.9,14.3,24.4,60.4,30,10.4,13.7,0.8,47.5,9.9,5.4,2.4,3.1,4.5,11.3,27,11.3,12.4,0.9,12.7,28.8,20.1,53.5,29.1,56.1,13.2,3873,3520,353,uniontown hospital,uniontown,uniontown hospital,uniontown,-79.738082999,39.9018090010001,500 WEST BERKELEY STREET,http://www.uniontownhospital.com,(724) 430-5080
296,NY- BINGHAMTON,330394,United Hlth Svcs Hosps-Binghamton,Binghamton,NY,United Health Services,457,92.7,0.8,67510,34493,17116,9056,2299,1826,1281,897,542,10410,4508,1966,976,469,2490,31398,18.1,1735,0.8,1,0.8,4519,44.2,102,0.6,0.7,0.9,49.6,7.2,6.5,0.6,42.4,49.1,21.9,8.4,8.9,1,42.3,11.5,1.9,1.8,0.1,9.6,8.3,21.7,8.1,10.2,0.8,5.3,35.5,16,29.6,9.1,60.2,13.1,3318,3039,279,united hlth svcs hospsbinghamton,binghamton,st. elizabeth covington,covington,-84.517999891,39.071348372,1500 JAMES SIMPSON JR. WAY,http://www.stelizabeth.com,(859) 655-8800
256,MN- ST PAUL,240038,United Hospital,Saint Paul,MN,Allina Health,270,89.9,0.8,82232,37405,18901,10213,4630,8522,1015,897,648,17327,5842,2786,1542,703,6454,33711,14.4,2333,0.9,0.8,1.1,6053,53.3,114,0.8,0.8,1.1,39.6,4.6,4.2,0.4,35,49.6,28.8,10.4,13.3,0.8,33,8.3,1,0.9,0.1,7.4,7.6,25,9.7,12.1,0.8,7.3,27.6,8.2,63.2,32.7,62.8,15.1,5548,5284,264,united hospital,saint paul,united hospital,st paul,-93.107144935,44.943379813,333 NORTH SMITH AVENUE,https://www.allinahealth.org/united-hospital/,(651) 241-8000
445,WV- MORGANTOWN,510006,United Hospital Center,Bridgeport,WV,West Virginia University Health System,359,89.6,1,75243,36782,15577,11118,3321,3927,2966,1253,298,11316,4991,1700,751,480,3394,33005,19.3,1709,0.9,1.1,0.8,5151,62.3,83,0.7,0.9,0.8,52.9,16.6,5.5,11.1,36.3,52.1,26.3,11.8,10,1.2,46.6,11.1,3.5,1.5,2.1,7.6,8.5,29.1,13.7,11,1.2,8.6,18.5,12.2,53.1,20,51.9,12,4050,3658,392,united hospital center,bridgeport,united hospital center,bridgeport,-80.23946,39.32831,327 MEDICAL PARK DRIVE,http://www.uhcwv.org,(681) 342-1000
451,WI- MILWAUKEE,520021,United Hospital System-Kenosha,Kenosha,WI,,281,94.8,0.8,70806,30163,14418,12979,4631,5335,1782,950,549,11550,5251,2098,727,589,2884,26716,18.2,1470,0.7,1,0.7,5251,50.6,104,0.7,0.8,1,49.8,4.6,4.1,0.5,45.2,71.9,23.7,10.2,8.8,1.2,40.5,10.7,1.3,1.3,0.1,9.3,12.3,23,10.5,10.3,1,6.6,31.6,14.4,52.4,24.3,58.8,11.9,3494,3197,298,united hospital systemkenosha,kenosha,mendota community hospital,mendota,-89.0878077529999,41.5530529050001,1401 EAST 12TH STREET,https://www.osfhealthcare.org/saint-paul/,(815) 539-7461
113,DC- WASHINGTON,90008,United Medical Center,Washington,DC,,100,70.8,1.5,118468,64575,15863,30936,2745,903,1951,1007,488,24723,12972,4161,1245,820,5524,54670,26.3,2079,1.5,1.5,1,13082,89.9,146,1.8,1.4,1.3,72,17.6,13.7,3.9,54.4,90.2,46.3,18,21.8,0.8,65.3,15.3,4.1,3.3,0.8,11.3,15.5,50,18.6,27.7,0.7,4.8,38.5,21.2,14.6,5.1,71.9,17.6,7886,7538,348,united medical center,washington,saunders medical center,wahoo,-96.6355832679999,41.1932757810001,1760 COUNTY RD J,http://www.saundersmedicalcenter.com,(402) 443-4191
299,NY- BUFFALO,330073,United Memorial Medical Center,Batavia,NY,Rochester Regional Health,85,83.8,0.7,73911,36446,14438,14729,4420,641,2028,791,419,11560,5526,1580,989,464,3002,33386,15.8,2113,0.9,0.9,1,5544,39.8,139,0.8,0.6,1.3,43.3,6.6,6.3,0.4,36.7,82.5,21.6,7.5,9.9,0.8,37.3,9.8,2.1,2,0.1,7.8,9.9,18.4,5.7,9.4,0.6,7.2,43.1,17.8,12.6,2.9,62.8,13.3,3165,2914,251,united memorial medical center,batavia,united memorial medical center bank street campus,batavia,-78.181112878,42.9986500750001,16 BANK ST,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,(585) 343-6030
420,TX- WICHITA FALLS,450010,United Regional Health Care Sys,Wichita Falls,TX,,647,92.9,0.9,92365,35922,16987,20008,7696,8687,1411,1180,473,17516,6557,2949,1172,1029,5808,32019,13.6,2349,0.9,0.8,1.1,6840,69.7,98,1,1.1,0.9,37.3,25,4.8,20.2,12.4,64.7,33,13.1,13.8,1,36.6,8,5.9,1.3,4.5,2.2,10.8,32.8,14.2,15.3,0.9,14.8,14.5,12.7,71.6,32.9,64.4,13.9,5475,5109,366,united regional health care sys,wichita falls,united regional health care system,wichita falls,-98.5019807909999,33.902430581,1600 11TH STREET,http://www.urhcs.org,(940) 764-7000
999,999,999999,United States Average,,US,,737693,87.4,1,91034,42290,18905,14732,5293,6153,1755,1108,798,16823,6990,2903,1160,957,4814,37564,18.1,2081,1,1,1,7131,66.2,108,1,1,1,49.5,19.3,7.4,12.6,30.2,60.2,31,14.1,11.2,1.3,46.3,10.6,4.5,1.9,2.7,6.2,10.1,32,15.3,11.2,1.4,9.8,23.2,16.6,58.1,23.4,63.4,14.8,5092,4760,333,united states average,,NA,NA,NA,NA,NA,NA,NA
304,NY- ROCHESTER,330226,Unity Hospital,Rochester,NY,Rochester Regional Health,217,90.1,1.2,75602,40144,17362,8016,4557,2359,1587,673,903,12424,5913,2414,1033,618,2446,36213,27,1343,1,1.5,0.6,5919,56.8,104,0.8,0.9,1,73.9,6.7,6,0.7,67.1,46.1,27.2,11.5,11.8,1,60.1,15.5,1.9,1.7,0.2,13.6,8.6,27.8,8.7,11.5,0.8,9.8,33.2,15.9,47.8,8.3,64.6,13.5,3870,3654,216,unity hospital,rochester,exeter hospital,exeter,-70.935558339,42.9826630900001,5 ALUMNI DRIVE,http://www.ehr.org,(603) 778-7311
19,AR- LITTLE ROCK,40014,Unity White County Medical Center,Searcy,AR,,456,91.8,0.8,78115,33726,12743,17102,3860,6100,1920,1618,1046,11679,5421,2011,798,876,2574,30374,15.1,2007,0.8,0.8,1,5584,56.2,99,0.8,0.8,0.9,41.5,6.3,5.6,0.7,35.2,65.5,27.3,9.4,12.5,0.7,35.5,9.1,1.6,1.5,0.1,7.5,10.3,28.1,10.8,14.6,0.7,9.7,17.9,12.4,66.7,26.3,59.6,11.7,3718,3221,496,unity white county medical center,searcy,white county medical center  south campus,searcy,-91.731074311,35.2340944110001,1200 SOUTH MAIN STREET,http://www.wcmc.org,(501) 278-3100
449,WI- MADISON,520089,Unitypoint Health - Meriter,Madison,WI,UnityPoint Health,313,89.8,0.8,88673,41593,16553,12555,3970,10888,1424,870,820,12897,4476,1972,740,609,5101,38513,16.4,2342,1,0.9,1.1,4644,47.3,98,0.7,0.7,0.9,45.1,23.7,4,19.7,21.3,52.7,21.2,9.2,8.4,1.1,41.7,9.5,5,1,4,4.5,7.4,21.2,7.9,9.2,0.9,7.6,17.6,14.9,68.7,37,53.2,12.4,3710,3448,262,unitypoint health  meriter,madison,unitypoint health meriter,madison,-89.401584312,43.065211762,202 S PARK ST,http://www.meriter.com,(608) 417-6210
170,IL- PEORIA,140209,Unitypoint Health - Methodist,Peoria,IL,UnityPoint Health,303,90.2,0.9,78719,35968,17963,12312,3340,5275,1238,2217,405,16862,5626,2412,887,830,7106,32155,18.2,1769,0.9,1,0.8,5760,58.4,99,0.8,0.9,0.9,49.8,7.9,5,2.9,41.9,51.7,27.7,11.6,11.3,1,41.8,11.1,2.2,1.4,0.8,8.9,9.2,28.2,12.6,13.4,0.9,7.5,26.2,19.2,59.5,24.2,62.6,14,5506,4877,629,unitypoint health  methodist,peoria,NA,NA,NA,NA,NA,NA,NA
196,IA- SIOUX CITY,160146,Unitypoint Health - St. Luke's,Sioux City,IA,UnityPoint Health,234,91.9,0.7,67875,29590,21427,6602,2155,5851,831,1099,321,17090,4406,2848,1291,761,7785,26367,13.2,1998,0.7,0.7,1,4791,50.2,95,0.7,0.8,0.9,36.2,8.2,6.1,2.2,27.9,46,23.7,9.3,10.1,0.9,32.2,7.8,1.8,1.6,0.2,6,7.7,23.7,10.4,11.5,0.9,5.2,24.7,15.9,62.6,33.8,47.6,10.8,5337,4999,339,unitypoint health  st. luke's,sioux city,NA,NA,NA,NA,NA,NA,NA
197,IA- WATERLOO,160110,Unitypoint Hlth - Allen Hospital,Waterloo,IA,UnityPoint Health,273,90.3,0.6,67922,28881,20199,7994,2272,6559,886,607,522,10668,4207,1790,932,551,3188,26276,11.3,2336,0.7,0.6,1.1,4605,41.6,111,0.6,0.6,1,30.8,4.6,3.5,1.1,26.2,44.5,20.7,8.6,7.4,1.2,26,6.8,1.2,0.9,0.2,5.6,6.2,19.6,9.1,7.7,1.2,4.5,10.9,6.3,76.2,30.7,57.1,12,3498,3300,198,unitypoint hlth  allen hospital,waterloo,northern light inland hospital,waterville,-69.661491065,44.541826482,200 KENNEDY MEMORIAL DRIVE,http://www.inlandhospital.org,(207) 861-3012
192,IA- DES MOINES,160082,Unitypoint Hlth - Iowa Methodist,Des Moines,IA,UnityPoint Health,1010,94.6,0.8,70381,30326,19532,8983,3346,5761,1104,985,343,16062,4615,2096,1413,709,7229,27385,16.4,1673,0.7,0.9,0.8,4762,48.5,98,0.7,0.7,0.9,44.8,6.1,4.3,1.8,38.7,48.4,22.7,11,7.9,1.4,37.3,9.9,1.5,1.2,0.4,8.3,7.9,23.4,12.3,8.8,1.4,6.4,22.2,13.9,65.9,24.8,59.7,13.5,5010,4721,289,unitypoint hlth  iowa methodist,des moines,NA,NA,NA,NA,NA,NA,NA
190,IA- CEDAR RAPIDS,160045,Unitypoint Hlth - St. Luke's,Cedar Rapids,IA,UnityPoint Health,386,93.7,0.7,70190,30994,21085,8384,2467,4319,969,1371,602,15140,4932,2161,922,908,6217,27866,14,1984,0.7,0.8,1,5246,50,105,0.7,0.8,1,38.5,6.7,6.1,0.6,31.8,52.1,23.4,11.5,7.5,1.5,33.6,7.4,1.6,1.5,0.1,5.8,8,21.2,10.1,6.9,1.4,4.5,13.4,10.6,67,19.9,55.6,11.6,4680,4262,419,unitypoint hlth  st. luke's,cedar rapids,NA,NA,NA,NA,NA,NA,NA
192,IA- DES MOINES,160016,Unitypoint Hlth - Trinity Regional,Fort Dodge,IA,UnityPoint Health,200,90.2,0.7,69175,32275,20536,6977,2379,4222,1113,1296,378,13322,4006,1859,719,579,6158,29408,14.1,2085,0.8,0.8,1,5228,43.7,120,0.7,0.7,1.1,38.6,23.4,20.7,2.7,15.3,48.6,19.5,8.1,7.1,1.1,45.2,7.7,5,4.6,0.5,2.7,8.2,19.3,7.6,7.4,1,5.6,18.5,17.2,66.2,24.4,55.3,11.3,4371,3963,408,unitypoint hlth  trinity regional,fort dodge,jps health network  trinity springs north,fort worth,-97.3286408279999,32.733934452,1000 ST LOUIS AVENUE,http://www.jpshealthnet.org/,(817) 702-1088
191,IA- DAVENPORT,140280,Unitypoint Hlth - Trinity Rock Is.,Rock Island,IL,UnityPoint Health,364,89.7,0.9,74863,35254,18463,10267,3450,5009,1200,639,582,13340,6010,2124,1068,978,3160,31162,15.9,1960,0.8,0.9,0.9,6116,60.3,101,0.9,0.9,0.9,43.6,14.8,4.9,9.9,28.8,51.6,26.7,11.2,11.2,1,38.8,10.3,3.8,1.4,2.4,6.5,9,31,12.2,13.8,0.9,5.8,20.5,14.1,68.1,24.9,66.2,15.4,4144,3933,210,unitypoint hlth  trinity rock is.,rock island,NA,NA,NA,NA,NA,NA,NA
288,NJ- NEW BRUNSWICK,310010,Univ Med Ctr Princeton - Plainsboro,Plainsboro,NJ,University of Pennsylvania Health System,501,90.9,1.3,106061,47968,26771,17207,3332,6832,1519,884,1548,26454,10300,3973,1558,1406,9217,42054,21,1999,1.1,1.2,1,10308,89,116,1.4,1.3,1.1,57.6,31.1,5.4,25.7,26.5,59.1,45,24.9,13.5,1.8,53.7,13.5,7.8,1.6,6.2,5.7,10.6,46,27.6,11.8,2.3,5,26.6,23.4,54.2,21.1,75.3,20.2,7121,6880,241,univ med ctr princeton  plainsboro,plainsboro,christus mother frances hospital  winnsboro,winnsboro,-95.307279633,32.9445383180001,719 WEST COKE ROAD,http://www.tmfhs.org,(903) 342-5227
156,IL- CHICAGO,140150,Univ Of Illinois Hospital -Chicago,Chicago,IL,,94,80.9,1.2,132418,84285,20082,14182,7085,4083,968,1369,363,11613,6306,2599,901,675,1131,78936,24.3,3248,2.1,1.3,1.6,6396,73.2,87,0.9,1.1,0.8,66.6,35.9,12.8,23.1,30.6,59.7,36.2,17.9,11.1,1.6,65.3,14.1,7.9,3,5,6.2,11,34.7,17.6,11.3,1.6,8.5,22.7,18.7,50.8,20.8,69.8,16.9,5055,4610,445,univ of illinois hospital chicago,chicago,university of illinois hospital,chicago,-87.6705153729999,41.869668774,"1740 WEST TAYLOR ST, SUITE 1400",http://www.hospital.uillinois.edu/,(312) 996-3900
194,IA- IOWA CITY,160058,Univ Of Iowa Hosps And Clinics,Iowa City,IA,,595,86.2,0.9,81953,45286,19959,8114,1443,4368,1252,1111,420,9620,4003,1917,762,618,2321,42070,18.5,2273,1.1,1,1.1,4296,52.9,81,0.6,0.8,0.8,50.7,21.9,6.2,15.7,28.8,42.8,23.3,12,4.7,2.5,46.6,10.7,4.7,1.7,3.1,6,6.8,24.6,11.5,3.8,3,3.7,26.6,22.2,60.2,20.6,61.6,13.2,3799,3479,320,univ of iowa hosps and clinics,iowa city,university of iowa hospital & clinics,iowa city,-91.5475474199999,41.6608156890001,200 HAWKINS DRIVE,http://www.uihealthcare.com,(319) 356-1616
223,MD- BALTIMORE,210063,Univ Of Maryland St. Joseph Med Ctr,Towson,MD,,502,79.7,0.9,99879,51003,23064,12248,3859,6544,1411,937,812,16364,7517,3857,1557,947,2486,46644,18.2,2567,1.2,1,1.2,7520,58.1,130,1.1,0.9,1.2,49.8,11.1,4.1,6.9,38.7,61.2,28.9,12.2,9.9,1.2,42.2,10.5,1.5,0.9,0.6,9,10.7,26.6,10.3,7.1,1.4,7.5,23.8,11.6,62.3,23.3,69.3,15.4,4826,4557,269,univ of maryland st. joseph med ctr,towson,university of maryland saint joseph medical center,towson,-76.611063515,39.3880571770001,7601 OSLER DRIVE,http://www.sjmcmd.org,(410) 337-1000
127,FL- MIAMI,100079,Univ Of Miami Hosp And Clinics,Miami,FL,,252,79,1.7,144266,80696,27986,17011,6890,6856,1537,1743,1546,21061,10713,4162,1657,1685,2843,72271,28.4,2548,1.9,1.6,1.2,10730,106.6,101,1.5,1.6,0.9,77.7,51.5,13.9,37.6,26.2,61.1,51.7,24.3,18.1,1.3,78.1,17.6,12.2,3.6,8.7,5.3,11.3,57.1,29.4,21.3,1.4,26.1,23.6,18.7,62,20.2,80.8,21.2,7005,6495,510,univ of miami hosp and clinics,miami,university of miami hospital and clinics,miami,-80.215652506,25.7882977530001,1475 NW 12TH AVE,http://www.uhealthsystem.com,(305) 243-1000
251,MN- MINNEAPOLIS,240080,Univ Of Minnesota Medical Ctr,Minneapolis,MN,M Health Fairview,138,84.1,1.1,124881,82168,22347,8506,3222,3713,824,3634,467,11964,5387,2814,1030,957,1776,77565,25.3,3065,2.1,1.4,1.5,5483,58.6,94,0.8,0.9,0.9,69.3,24,12.2,11.8,45.4,45.9,32.9,13.6,12.4,1.1,64.1,15.3,5.6,2.9,2.7,9.8,7.1,29.6,13.9,12.5,1.1,7.2,41.7,30.2,42.9,18.8,72,17.4,5652,4594,1058,univ of minnesota medical ctr,minneapolis,university of mn med ctr,minneapolis,-93.238075174,44.967733933,2450 RIVERSIDE AVENUE,https://www.mhealth.org,(612) 273-3000
